,Date,Price,Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,Signal7
627,06-06-2014,3314.048,2290.648,2346.3315,2233.5229,1454.9705,2275.1355,4747.76,8689.3358
628,05-06-2014,3298.782,2261.782,2301.3189,2226.8504,1410.6957,2270.2871,4774.96,8751.2753
629,04-06-2014,3277.396,2253.996,2315.0124,2225.5159,1429.2308,2274.3382,4774.96,8759.998
630,03-06-2014,3271.208,2234.208,2284.7796,2221.0024,1397.3354,2269.4932,4774.96,8786.9481
631,02-06-2014,3272.449,2221.849,2239.3233,2218.2586,1352.6662,2264.6516,4802.16,8832.7308
632,30-05-2014,3270.069,2205.869,2251.8234,2214.6512,1356.5983,2259.8151,4802.16,8829.9819
633,29-05-2014,3264.051,2186.251,2185.6203,2210.1751,1294.5126,2254.9837,4774.96,8861.6835
634,28-05-2014,3246.626,2182.426,2168.4078,2209.7722,1287.1125,2259.0314,4747.76,8868.2574
635,27-05-2014,3250.247,2199.647,2140.8678,2214.3962,1271.0441,2263.074,4747.76,8877.0838
636,23-05-2014,3230.901,2193.901,2149.6347,2213.5275,1285.438,2267.1132,4747.76,8885.72915
637,22-05-2014,3217.233,2166.633,2163.726,2207.2137,1290.7012,2262.2835,4747.76,8894.3745
638,21-05-2014,3209.651,2145.451,2150.0172,2202.3534,1272.6336,2257.4606,4747.76,8912.8076
639,20-05-2014,3183.811,2106.011,2188.8639,2193.119,1298.6827,2252.6411,4747.76,8917.4435
640,19-05-2014,3204.636,2140.436,2231.8263,2201.8604,1341.7964,2256.6752,4774.96,8883.0695
641,16-05-2014,3192.362,2141.762,2303.2467,2202.6713,1408.8172,2260.7042,4774.96,8847.3695
642,15-05-2014,3180.445,2143.445,2260.728,2203.5655,1380.162,2264.7298,4747.76,8863.9173
643,14-05-2014,3210.501,2159.901,2297.0196,2207.7288,1404.0946,2259.9137,4774.96,8831.109
644,13-05-2014,3225.665,2188.665,2310.912,2215.1238,1422.8184,2263.9342,4774.96,8803.076
645,12-05-2014,3224.305,2200.905,2286.8451,2218.5527,1409.6536,2267.9513,4774.96,8814.8111
646,09-05-2014,3193.416,2183.616,2296.0098,2214.8858,1424.4079,2271.9633,4774.96,8835.7228
647,08-05-2014,3188.571,2165.171,2326.8087,2210.6732,1443.7437,2267.1523,4747.76,8807.1084
648,07-05-2014,3192.957,2155.957,2326.059,2208.6808,1436.5714,2262.3447,4774.96,8822.6073
649,06-05-2014,3175.124,2124.524,2324.6055,2201.3419,1428.8058,2257.5422,4802.16,8860.757
650,05-05-2014,3203.922,2166.922,2307.9897,2212.0247,1421.8919,2261.5491,4802.16,8837.7985
651,02-05-2014,3197.938,2147.338,2348.244,2207.5384,1449.1956,2256.75,4802.16,8821.4513
652,01-05-2014,3202.256,2138.056,2315.3031,2205.5307,1414.9525,2251.956,4802.16,8839.8266
653,30-04-2014,3202.715,2152.115,2342.1087,2209.3948,1444.5529,2255.9595,4774.96,8801.4848
654,29-04-2014,3193.161,2128.961,2357.577,2204.0449,1451.0231,2251.1689,4802.16,8820.9209
655,28-04-2014,3178.031,2100.231,2349.8658,2197.3469,1437.996,2246.3817,4802.16,8843.2181
656,25-04-2014,3167.78,2076.38,2325.7071,2191.8219,1411.1292,2241.6013,4802.16,8870.7972
657,24-04-2014,3193.637,2088.637,2312.5644,2195.0162,1393.5257,2236.8226,4802.16,8855.4819
658,23-04-2014,3188.163,2096.763,2299.0239,2197.4472,1389.1856,2240.821,4802.16,8864.956
659,22-04-2014,3195.235,2090.235,2292.0012,2196.1076,1376.728,2236.0491,4802.16,8864.6636
660,21-04-2014,3182.213,2090.813,2319.4035,2196.7111,1406.8486,2240.0424,4829.36,8873.3625
661,17-04-2014,3170.245,2092.445,2325.8907,2197.5679,1419.3657,2244.0323,4802.16,8859.941
662,16-04-2014,3165.927,2074.527,2305.6182,2193.4726,1395.7527,2239.2621,4829.36,8896.2479
663,15-04-2014,3133.066,2028.066,2316.4812,2182.4634,1398.3554,2234.497,4829.36,8924.8045
664,14-04-2014,3112.037,1993.437,2316.7413,2174.3153,1392.0297,2229.737,4829.36,8948.0996
665,11-04-2014,3086.673,1981.673,2310.5295,2171.9098,1393.8538,2233.7218,4856.56,8989.9502
666,10-04-2014,3116.236,2024.836,2324.4066,2182.8204,1412.5997,2237.7032,4829.36,8930.3941
667,09-04-2014,3182.706,2077.706,2317.6134,2195.89,1400.3325,2232.9466,4802.16,8853.5745
668,08-04-2014,3148.332,2029.732,2310.1011,2184.4983,1387.4567,2228.1934,4802.16,8895.0511
669,07-04-2014,3136.568,2031.568,2309.1372,2185.3891,1393.7008,2232.1697,4802.16,8903.0462
670,04-04-2014,3170.653,2079.253,2323.4886,2198.1697,1412.8513,2236.1426,4774.96,8838.6502
671,03-04-2014,3210.909,2133.109,2332.5156,2210.9503,1427.5189,2240.1087,4774.96,8788.3897
672,02-04-2014,3214.53,2123.13,2320.1226,2208.7845,1405.73935,2235.3606,4802.16,8811.9245
673,01-04-2014,3205.384,2100.384,2296.377,2203.5145,1383.9598,2230.6176,4829.36,8855.3238
674,31-03-2014,3182.978,2076.669,2293.2711,2195.0145,1374.7934,2225.878,4856.56,8899.1073
675,28-03-2014,3157.954,2052.954,2293.4853,2192.6736,1382.0269,2229.8407,4856.56,8919.6348
676,27-03-2014,3143.368,2024.768,2276.793,2186.0691,1361.3991,2225.1045,4856.56,8947.1034
677,26-03-2014,3149.352,2017.152,2252.5272,2184.4745,1334.3759,2220.3734,4856.56,8958.7569
678,25-03-2014,3171.554,2052.954,2236.1868,2193.6358,1327.6371,2224.3327,4856.56,8942.4471
679,24-03-2014,3157.648,2025.448,2227.1904,2187.1928,1313.4914,2219.605,4829.36,8947.4553
680,21-03-2014,3173.084,2027.284,2205.0666,2187.9085,1288.2634,2214.8824,4829.36,8948.3648
681,20-03-2014,3182.417,2023.017,2176.0425,2187.1367,1257.2061,2210.1632,4802.16,8942.7276
682,19-03-2014,3163.309,2017.509,2190.0726,2186.2221,1276.0914,2214.1174,4774.96,8931.7099
683,18-03-2014,3182.825,2023.425,2172.7377,2187.9391,1254.8958,2209.4033,4774.96,8925.5712
684,17-03-2014,3160.011,1987.011,2129.8671,2179.3133,1212.1323,2204.6926,4802.16,8994.8411
685,14-03-2014,3129.921,1962.7945,2137.0122,2168.9025,1211.6019,2199.9853,4774.96,9005.9404
686,13-03-2014,3138.778,1938.578,2127.7863,2168.0151,1197.2454,2195.28565,4774.96,9005.3981
687,12-03-2014,3175.94,1962.14,2122.3854,2174.0586,1207.1989,2190.586,4788.56,8975.4203
688,11-03-2014,3174.971,1947.571,2116.9845,2176.27795,1174.989,2185.8923,4802.16,8998.0337
689,10-03-2014,3191.189,1977.389,2134.6101,2178.4973,1196.9156,2189.8414,4829.36,8983.4035
690,07-03-2014,3192.668,1965.268,2185.7121,2175.8113,1233.5404,2185.1528,4802.16,8935.1558
691,06-03-2014,3190.951,1977.151,2194.7085,2179.1433,1248.1859,2189.0968,4802.16,8926.87
692,05-03-2014,3185.477,1985.277,2217.5973,2181.5522,1274.5767,2193.0374,4774.96,8896.5505
693,04-03-2014,3185.647,1999.047,2225.9052,2185.3449,1288.6459,2196.9746,4802.16,8903.7925
694,03-03-2014,3137.741,1964.741,2249.8344,2177.3328,1315.9258,2200.905,4829.36,8949.2114
695,28-02-2014,3161.065,2001.665,2257.5303,2186.8086,1329.4833,2204.8337,4802.16,8899.6683
696,27-02-2014,3152.293,2006.493,2261.3859,2188.4015,1339.7938,2208.7556,4802.16,8901.6488
697,26-02-2014,3136.772,2004.572,2255.4189,2188.3335,1341.7947,2212.6758,4802.16,8916.6071
698,25-02-2014,3136.704,1990.904,2253.2616,2185.2616,1333.4188,2207.9889,4802.16,8920.4984
699,24-02-2014,3140.937,1981.537,2213.3286,2183.2505,1293.0795,2203.3088,4802.16,8944.091
700,21-02-2014,3121.625,1948.625,2240.0271,2175.4407,1309.1173,2198.6304,4774.96,8931.902
701,20-02-2014,3127.626,1968.226,2236.5234,2180.6648,1313.199,2202.5455,4774.96,8923.7896
702,19-02-2014,3108.875,1963.075,2251.548,2179.7876,1332.9632,2206.4555,4774.96,8928.638
703,18-02-2014,3129.292,1969.892,2227.7871,2181.7664,1306.297,2201.7822,4774.96,8925.8126
704,14-02-2014,3125.671,1979.871,2232.5454,2184.6173,1317.3708,2205.6871,4774.96,8922.0658
705,13-02-2014,3110.711,1978.511,2254.1949,2184.67,1342.7501,2209.5886,4747.76,8901.8817
706,12-02-2014,3092.742,1946.942,2231.0613,2177.1781,1316.6075,2204.9204,4747.76,8937.07
707,11-02-2014,3093.575,1961.375,2261.5695,2181.1238,1349.494,2208.8168,4747.76,8933.517
708,10-02-2014,3059.728,1913.928,2264.3082,2169.7015,1345.2644,2204.152,4720.56,8929.964
709,07-02-2014,3054.934,1895.534,2238.5736,2165.4532,1316.9101,2199.4906,4693.36,8936.6654
710,06-02-2014,3014.831,1841.831,2227.4046,2152.472,1300.8927,2194.8343,4720.56,9003.3768
711,05-02-2014,2977.788,1791.188,2198.1969,2140.2371,1278.5445,2190.1814,4693.36,9044.5899
712,04-02-2014,2983.84,1783.64,2190.1338,2138.6646,1256.1963,2185.5336,4693.36,9046.1828
713,03-02-2014,2961.213,1774.613,2193.5916,2136.7895,1266.1685,2189.4266,4693.36,9062.2733
714,31-01-2014,3030.403,1830.203,2187.9459,2150.8604,1254.8244,2184.7822,4666.16,8982.1863
715,30-01-2014,3050.123,1863.523,2182.5144,2159.4845,1257.2605,2188.6701,4638.96,8944.635
716,29-01-2014,3016.14,1843.14,2211.0183,2154.7925,1288.4725,2192.5529,4638.96,8955.991
717,28-01-2014,3047.25,1860.65,2202.2361,2159.4454,1274.4679,2187.9136,4652.56,8949.9985
718,27-01-2014,3028.652,1828.452,2187.8694,2151.7648,1255.7254,2183.2777,4666.16,8980.3146
719,24-01-2014,3043.493,1829.693,2174.8644,2152.3836,1238.1338,2178.6452,4638.96,8959.3281
720,23-01-2014,3108.382,1908.182,2161.1097,2172.243,1233.503,2182.5246,4638.96,8898.9866
721,22-01-2014,3136.262,1922.462,2145.4884,2176.1156,1213.6861,2177.8972,4666.16,8900.6696
722,21-01-2014,3134.46,1934.26,2152.1898,2179.4136,1226.4106,2181.7715,4666.16,8893.8492
723,17-01-2014,3125.79,1911.99,2133.7533,2174.2031,1204.2001,2177.1475,4693.36,8933.9148
724,16-01-2014,3138.013,1937.813,2164.0167,2180.9895,1236.9251,2181.0184,4693.36,8897.8527
725,15-01-2014,3142.246,1928.446,2165.3937,2178.9903,1231.5344,2176.3995,4720.56,8912.2228
726,14-01-2014,3126.096,1898.696,2156.9481,2171.9132,1217.8018,2171.784,4693.36,8919.3254
727,13-01-2014,3092.64,1878.84,2163.3282,2167.3198,1230.2577,2175.6498,4693.36,8944.3477
728,10-01-2014,3132.029,1904.629,2140.4088,2174.0824,1204.2307,2171.0377,4693.36,8922.2919
729,09-01-2014,3124.821,1883.821,2111.9814,2169.2306,1173.5185,2166.4307,4666.16,8933.4201
730,08-01-2014,3123.733,1869.133,2097.2322,2165.9037,1154.4207,2161.8288,4666.16,8946.5849
731,07-01-2014,3124.396,1856.196,2089.1691,2163.0137,1141.0026,2157.2303,4693.36,8970.6722
732,06-01-2014,3105.509,1850.909,2096.2071,2162.0413,1154.0127,2161.091,4693.36,8977.785
733,03-01-2014,3113.329,1845.129,2081.6109,2160.938,1135.039,2156.4959,4693.36,8984.8978
734,02-01-2014,3114.366,1832.566,2056.7484,2158.1415,1107.3358,2151.9059,4693.36,9002.5472
735,31-12-2013,3142.212,1874.012,2069.1873,2168.8498,1124.9376,2155.7632,4693.36,8962.349
736,30-12-2013,3129.819,1875.219,2060.9559,2169.4958,1124.9682,2159.6154,4693.36,8975.83
737,27-12-2013,3130.38,1876.0265,2057.8347,2173.382,1129.3406,2163.4642,4720.56,8990.0386
738,26-12-2013,3131.434,1876.834,2041.8309,2170.5906,1109.1582,2158.8776,4720.56,9001.9505
739,24-12-2013,3116.644,1875.644,2027.7549,2170.6314,1104.2112,2162.7213,4720.56,9021.662
740,23-12-2013,3107.583,1880.183,2055.6774,2172.1036,1134.988,2166.5616,4693.36,8991.2541
741,20-12-2013,3091.144,1877.344,2053.97145,2171.7245,1140.4263,2170.3968,4720.56,9021.6484
742,19-12-2013,3076.32,1876.12,2052.2655,2171.7466,1146.1383,2174.2286,4720.56,9033.222
743,18-12-2013,3078.105,1864.305,2070.1359,2169.1337,1154.7726,2169.6454,4747.76,9039.2927
744,17-12-2013,3027.7,1800.3,2074.6035,2153.4172,1152.0033,2165.0673,4720.56,9072.3067
745,16-12-2013,3037.118,1796.118,2064.1995,2152.7168,1136.5758,2160.4926,4720.56,9072.2285
746,13-12-2013,3018.044,1773.134,2027.2194,2144.8577,1098.5213,2155.9213,4693.36,9101.0605
747,12-12-2013,3018.35,1750.15,2013.6789,2141.8691,1080.4163,2151.3551,4666.16,9095.1785
748,11-12-2013,3029.774,1775.174,2026.8063,2148.4753,1098.6165,2155.1818,4666.16,9070.9008
749,10-12-2013,3064.454,1796.254,2001.5766,2154.1363,1070.5546,2150.6207,4666.16,9055.3288
750,09-12-2013,3074.229,1792.429,2018.3148,2153.5362,1078.2318,2146.063,4638.96,9020.1218
751,06-12-2013,3068.653,1800.453,2022.1092,2155.872,1088.4879,2145.69665,4666.16,9035.9573
752,05-12-2013,3034.551,1752.751,2016.8154,2144.2168,1077.4005,2145.3303,4666.16,9076.0926
753,04-12-2013,3047.777,1779.577,2026.4085,2151.2854,1092.5968,2149.1485,4638.96,9035.3096
754,03-12-2013,3051.755,1797.155,2026.9899,2156.025,1100.1159,2152.9633,4638.96,9026.6974
755,02-12-2013,3061.53,1793.33,2004.1929,2155.4283,1074.1093,2148.4124,4638.96,9034.4919
756,29-11-2013,3069.877,1815.277,2004.147,2161.2729,1081.0912,2152.2221,4638.96,9021.934
757,27-11-2013,3072.291,1831.291,2036.5983,2165.6215,1115.778,2156.0267,4611.76,8976.8738
758,26-11-2013,3064.675,1837.275,2040.8517,2167.4371,1126.4302,2159.8279,4611.76,8977.428
759,25-11-2013,3064.216,1823.216,2038.0365,2164.2598,1117.4542,2155.2821,4611.76,8982.29
760,22-11-2013,3068.092,1840.692,2035.4967,2168.9773,1122.3128,2159.0782,4611.76,8975.8385
761,21-11-2013,3052.945,1839.145,2033.9055,2168.8838,1127.9806,2162.86835,4584.56,8970.7827
762,20-11-2013,3028.329,1828.129,2039.1993,2166.3916,1139.5219,2166.6585,4584.56,8987.6433
763,19-11-2013,3039.379,1852.779,2018.8044,2172.923,1129.1451,2170.4427,4611.76,9002.843
764,18-11-2013,3045.601,1845.401,1990.6983,2171.4355,1098.5859,2165.9003,4638.96,9034.7962
765,15-11-2013,3056.906,1843.106,1958.6907,2171.2366,1064.6896,2161.363,4638.96,9047.2776
766,14-11-2013,3044.054,1843.854,1994.4774,2171.7143,1102.2511,2165.1421,4638.96,9032.1663
767,13-11-2013,3029.4,1842.8,2063.4804,2171.7347,1168.1737,2168.9178,4638.96,8996.7774
768,12-11-2013,3005.073,1832.073,2041.7238,2169.2952,1156.6273,2172.6884,4638.96,9031.2908
769,11-11-2013,3012.213,1852.813,2040.3162,2174.8406,1162.4515,2176.4556,4638.96,9020.829
770,08-11-2013,3010.037,1864.237,2082.94965,2178.0196,1203.5116,2180.2194,4638.96,9017.72905
771,07-11-2013,2970.155,1837.955,2125.5831,2171.6191,1220.60765,2183.9764,4666.16,9014.6291
772,06-11-2013,3009.833,1864.033,2119.662,2178.6316,1237.7037,2179.4425,4638.96,8964.4026
773,05-11-2013,2997.049,1864.849,2120.6106,2179.1127,1245.5475,2183.1961,4638.96,8972.2668
774,04-11-2013,3005.481,1886.881,2109.6252,2184.9896,1243.1947,2186.9463,4638.96,8966.8693
775,01-11-2013,2994.788,1889.788,2096.2836,2185.9994,1238.8274,2190.6931,4611.76,8965.1795
776,31-10-2013,2986.118,1894.718,2092.3362,2187.5226,1242.4858,2194.4348,4638.96,8989.2056
777,30-10-2013,2997.627,1892.627,2088.5418,2187.79035,1232.6734,2189.9043,4666.16,8999.7541
778,29-10-2013,3012.315,1893.715,2099.3436,2188.0581,1235.3373,2185.3772,4666.16,8980.369
779,28-10-2013,2995.587,1890.587,2096.0082,2189.1495,1239.5176,2189.1138,4666.16,8995.0468
780,25-10-2013,2991.609,1900.209,2119.0806,2190.2409,1266.2773,2192.847,4693.36,8996.3031
781,24-10-2013,2978.519,1873.519,2118.3003,2183.8319,1259.0438,2188.325,4720.56,9029.4276
782,23-10-2013,2968.846,1850.246,2091.9231,2178.2899,1229.9177,2187.9306,4720.56,9059.2881
783,22-10-2013,2982.939,1877.939,2118.6675,2185.6169,1259.8258,2187.5362,4693.36,9005.9846
784,21-10-2013,2965.922,1874.522,2107.3149,2184.9981,1257.1466,2191.2592,4720.56,9043.3302
785,18-10-2013,2965.65,1860.65,2071.0539,2181.8565,1219.5545,2186.7457,4720.56,9070.4639
786,17-10-2013,2946.355,1854.955,2088.2052,2180.6495,1241.2601,2190.4653,4720.56,9073.9676
787,16-10-2013,2926.618,1821.618,2112.471,2172.5252,1255.4313,2185.9552,4720.56,9079.9159
788,15-10-2013,2886.702,1795.302,2120.7789,2166.0312,1269.6025,2189.6714,4747.76,9126.9583
789,14-10-2013,2907.238,1829.438,2144.5551,2175.0089,1296.9912,2193.3825,4720.56,9069.1294
790,11-10-2013,2895.44,1804.04,2136.7062,2168.9076,1283.7074,2188.8758,4720.56,9088.7151
791,10-10-2013,2877.352,1799.552,2144.3409,2167.9913,1297.2802,2192.5835,4693.36,9080.3613
792,09-10-2013,2815.88,1751.68,2148.5943,2155.9468,1307.9596,2196.2878,4666.16,9117.6661
793,08-10-2013,2814.265,1736.465,2139.5673,2152.4431,1293.666,2191.7845,4666.16,9127.8695
794,07-10-2013,2849.404,1785.204,2105.6319,2165.171,1271.6323,2195.4837,4666.16,9111.3455
795,04-10-2013,2873.85,1796.05,2117.4435,2168.3619,1275.1836,2190.9855,4638.96,9064.4374
796,03-10-2013,2853.722,1762.322,2100.3687,2160.1101,1253.9863,2186.4907,4638.96,9098.6193
797,02-10-2013,2879.579,1801.779,2095.5798,2170.4682,1256.9154,2190.1865,4611.76,9054.7202
798,01-10-2013,2881.5,1790.1,2086.3386,2167.8808,1242.4263,2185.6951,4584.56,9044.5763
799,30-09-2013,2858.635,1753.635,2080.9683,2158.9184,1231.2522,2181.2088,4584.56,9073.6021
800,27-09-2013,2875.975,1784.575,2072.7675,2167.0954,1231.2522,2184.8995,4557.36,9040.5473
801,26-09-2013,2887.739,1782.739,2068.9884,2167.0393,1221.4398,2180.4166,4557.36,9033.8765
802,25-09-2013,2877.709,1786.309,2061.2925,2168.1766,1221.8699,2184.1039,4584.56,9061.8602
803,24-09-2013,2885.614,1780.614,2070.4878,2167.1294,1223.184,2179.6244,4611.76,9067.2475
804,23-09-2013,2893.128,1801.728,2076.4089,2172.7853,1235.2897,2183.3066,4611.76,9051.4426
805,20-09-2013,2906.847,1829.047,2072.1249,2180.0409,1238.6455,2186.9854,4611.76,9036.3653
806,19-09-2013,2927.978,1863.778,2065.1328,2189.2124,1239.674,2190.6591,4611.76,9015.7222
807,18-09-2013,2933.384,1855.584,2056.7025,2187.5311,1225.8683,2186.1847,4638.96,9035.5867
808,17-09-2013,2898.092,1806.692,2017.0602,2175.3438,1185.2757,2181.7137,4638.96,9100.4145
809,16-09-2013,2885.92,1780.92,2003.5656,2169.1201,1167.1163,2177.2478,4638.96,9124.3369
810,13-09-2013,2869.583,1778.183,1976.6529,2168.6169,1151.036,2180.9164,4611.76,9137.7839
811,12-09-2013,2861.814,1784.014,1952.4942,2170.3254,1137.3136,2184.5833,4638.96,9174.8082
812,11-09-2013,2871.521,1780.121,1948.761,2169.7525,1127.525,2180.1191,4611.76,9153.2301
813,10-09-2013,2862.783,1784.983,1937.5767,2171.2077,1124.9359,2183.7809,4611.76,9165.3919
814,09-09-2013,2841.907,1777.707,2009.0277,2169.5213,1193.3133,2187.4376,4611.76,9133.2143
815,06-09-2013,2813.789,1735.989,2017.5957,2159.153,1194.0953,2182.9802,4611.76,9158.0292
816,05-09-2013,2813.636,1749.436,1996.191,2162.825,1182.7291,2186.6318,4611.76,9168.5845
817,04-09-2013,2810.236,1732.436,2015.01,2158.8538,1192.3188,2182.1778,4611.76,9161.6604
818,03-09-2013,2787.609,1723.409,2007.4518,2156.6982,1192.8458,2185.826,4611.76,9185.2207
819,30-08-2013,2776.049,1698.249,2011.6287,2150.6071,1189.8572,2181.3754,4638.96,9213.4747
820,29-08-2013,2784.889,1693.489,2060.8488,2149.8064,1225.5844,2176.9282,4638.96,9173.4227
821,28-08-2013,2779.432,1674.432,2076.7608,2145.298,1232.6887,2172.4861,4638.96,9170.4919
822,27-08-2013,2771.816,1653.216,2065.959,2140.2269,1216.8311,2168.0474,4666.16,9205.058
823,26-08-2013,2816.526,1711.526,2067.336,2155.549,1225.0438,2171.6922,4666.16,9155.1341
824,23-08-2013,2827.95,1709.35,2069.1567,2155.43,1220.0373,2167.2569,4693.36,9161.9902
825,22-08-2013,2816.832,1711.832,2082.1464,2156.2511,1238.2375,2170.8966,4693.36,9159.9026
826,21-08-2013,2792.76,1701.36,2076.7914,2153.6994,1240.6617,2174.5329,4693.36,9183.3881
827,20-08-2013,2808.995,1731.195,2055.861,2161.6333,1229.6848,2178.1641,4666.16,9160.3038
828,19-08-2013,2798.302,1706.902,2082.1311,2155.7581,1245.7141,2173.7339,4666.16,9155.4231
829,16-08-2013,2814.911,1737.111,2084.8239,2163.794,1255.0607,2177.3617,4666.16,9132.6822
830,15-08-2013,2824.244,1760.044,2093.0247,2169.9361,1269.1486,2180.9844,4693.36,9130.4144
831,14-08-2013,2865.163,1787.363,2084.4414,2177.5164,1255.1916,2176.5576,4693.36,9097.9461
832,13-08-2013,2880.072,1815.872,2076.6231,2185.1205,1255.4925,2180.1769,4666.16,9067.1659
833,12-08-2013,2872.099,1821.499,2092.8411,2186.7593,1276.4841,2183.7928,4638.96,9042.6536
834,09-08-2013,2875.414,1838.414,2102.9544,2191.3408,1292.2227,2187.4036,4638.96,9028.0625
835,08-08-2013,2885.716,1862.316,2137.1958,2197.7481,1328.7421,2191.011,4611.76,8972.77
836,07-08-2013,2874.547,1837.547,2116.8621,2191.7488,1304.665,2186.5876,4611.76,9000.531
837,06-08-2013,2885.529,1862.129,2126.547,2198.3363,1320.0415,2190.1899,4611.76,8978.5466
838,05-08-2013,2902.138,1892.338,2136.6756,2206.3977,1335.8005,2193.7888,4584.56,8933.6207
839,02-08-2013,2906.439,1883.039,2114.1846,2204.4444,1309.8585,2189.3688,4557.36,8930.4332
840,01-08-2013,2901.679,1891.879,2115.2097,2206.9196,1317.7754,2192.9643,4530.16,8913.1935
841,31-07-2013,2865.741,1842.341,2091.2346,2194.4297,1290.5465,2188.5494,4530.16,8968.3041
842,30-07-2013,2866.132,1856.332,2087.073,2198.2496,1293.9907,2192.13725,4502.96,8949.531
843,29-07-2013,2865.061,1868.861,2097.8595,2201.6853,1310.3192,2195.7251,4502.96,8938.821
844,26-07-2013,2875.805,1893.205,2061.675,2208.2167,1286.1554,2199.307,4502.96,8948.987
845,25-07-2013,2873.425,1904.425,2079.3312,2211.3107,1308.4067,2202.8855,4475.76,8917.8039
846,24-07-2013,2866.098,1910.698,2071.3446,2213.1059,1308.5495,2206.4589,4502.96,8943.4246
847,23-07-2013,2877.063,1908.063,2062.44,2212.9002,1294.2984,2202.0474,4530.16,8958.201
848,22-07-2013,2882.401,1927.001,2081.9016,2218.0189,1318.112,2205.6174,4530.16,8935.0181
849,19-07-2013,2876.553,1907.553,2103.9336,2213.4,1330.5492,2201.2093,4530.16,8928.009
850,18-07-2013,2871.929,1889.329,2103.5511,2209.1024,1323.6506,2196.8063,4557.36,8952.4176
851,17-07-2013,2857.547,1861.347,2089.3527,2202.2395,1304.8316,2192.4067,4557.36,8979.2436
852,16-07-2013,2849.642,1867.042,2067.8409,2203.8749,1293.2971,2195.9716,4557.36,8997.9198
853,15-07-2013,2860.25,1864.05,2070.5643,2203.5808,1289.076,2191.5771,4557.36,8987.9374
854,12-07-2013,2856.323,1846.523,2064.9645,2199.4634,1277.6707,2187.18685,4557.36,8998.3176
855,11-07-2013,2847.534,1824.134,2063.9394,2194.0642,1270.7687,2182.7966,4584.56,9026.9082
856,10-07-2013,2809.454,1772.454,2062.9143,2180.9453,1262.7566,2178.4123,4584.56,9068.6925
857,09-07-2013,2808.944,1758.344,2055.9069,2177.7204,1250.1324,2174.0331,4584.56,9076.6536
858,08-07-2013,2788.782,1724.582,2039.8725,2169.3139,1229.7103,2169.6573,4557.36,9093.6094
859,05-07-2013,2774.213,1696.413,2030.2794,2162.3796,1214.8489,2165.2849,4584.56,9134.4621
860,03-07-2013,2746.197,1681.997,2042.9478,2158.6906,1232.8179,2168.8464,4584.56,9149.3218
861,02-07-2013,2743.936,1666.136,2020.1355,2154.9982,1206.5325,2164.4791,4611.76,9187.1689
862,01-07-2013,2745.432,1654.032,1988.8011,2152.2952,1172.8793,2160.1135,4584.56,9193.2753
863,28-06-2013,2730.676,1625.676,1989.5661,2145.2997,1166.9599,2155.7547,4584.56,9210.0594
864,27-06-2013,2742.44,1623.84,1985.9859,2145.3099,1157.2852,2151.3976,4584.56,9203.3818
865,26-06-2013,2725.542,1593.342,1986.9804,2137.7449,1151.563,2147.0456,4584.56,9222.1464
866,25-06-2013,2699.651,1581.051,1984.5936,2134.5948,1156.5185,2150.602,4557.36,9228.4874
867,24-06-2013,2674.253,1569.253,1980.585,2131.5705,1160.0715,2154.155,4557.36,9252.4829
868,21-06-2013,2707.131,1615.731,1967.8707,2143.972,1156.0952,2157.7046,4530.16,9207.353
869,20-06-2013,2699.923,1622.123,1983.4767,2145.7621,1176.6108,2161.2491,4502.96,9182.3069
870,19-06-2013,2769.181,1677.781,1972.3383,2161.0128,1160.3945,2156.9005,4502.96,9123.4937
871,18-06-2013,2808.077,1730.277,1945.6245,2175.031,1144.3006,2160.4399,4502.96,9099.2687
872,17-06-2013,2786.368,1722.168,1990.5147,2172.9842,1154.9885,2163.9776,4475.76,9067.9853
873,14-06-2013,2765.441,1687.641,1969.8291,2164.338,1165.6764,2159.6324,4475.76,9106.1282
874,13-06-2013,2781.812,1717.612,1986.5979,2172.3892,1187.2069,2163.165,4475.76,9073.6463
875,12-06-2013,2741.284,1663.484,1967.7942,2158.5342,1164.3504,2158.8232,4475.76,9130.0761
876,11-06-2013,2764.421,1700.221,1969.1712,2168.3823,1172.5597,2162.3524,4475.76,9101.7371
877,10-06-2013,2792.777,1742.177,1988.7093,2179.6244,1196.4923,2165.8765,4475.76,9055.2829
878,07-06-2013,2793.746,1756.746,2011.1085,2183.5905,1222.9069,2169.3955,4502.96,9051.1672
879,06-06-2013,2758.352,1707.752,1986.8733,2171.0836,1195.3414,2165.0588,4475.76,9089.3458
880,05-06-2013,2735.13,1670.93,1974.1131,2161.8084,1177.709,2160.7255,4475.76,9124.2094
881,04-06-2013,2773.346,1722.746,1971.5121,2175.6838,1182.4741,2164.2411,4448.56,9066.6168
882,03-06-2013,2788.714,1724.514,1953.6264,2176.6834,1160.3962,2159.9146,4448.56,9066.5573
883,31-05-2013,2772.258,1694.458,1957.1301,2169.2068,1156.8466,2155.5881,4448.56,9056.22895
884,30-05-2013,2812.497,1721.097,1932.6348,2176.8381,1129.0363,2151.2667,4421.36,9045.9006
885,29-05-2013,2802.212,1697.212,1923.21,2171.0071,1114.282,2146.9487,4394.16,9048.4982
886,28-05-2013,2822.102,1703.502,1896.6645,2173.2222,1084.685,2142.6358,4394.16,9050.1489
